Gene_1	Gene_2	Gene_1_group	Gene_2_group	Identity	end_match	full_length_match	Direction
SB_biofilm_MAG_65_04494	SB_biofilm_MAG_67_02014	N	A	77.831	no	no	NA
SB_biofilm_MAG_65_04562	SB_biofilm_MAG_67_01365	N	A	74.376	no	no	NA
SB_biofilm_MAG_66_00875	SB_biofilm_MAG_71_01979	I	F	75.467	no	no	SB_biofilm_MAG_66-->SB_biofilm_MAG_71
SB_biofilm_MAG_66_01654	SB_biofilm_MAG_24_04165	I	A	73.709	no	no	NA
SB_biofilm_MAG_66_02149	SB_biofilm_MAG_58_01309	I	A	72.406	no	no	NA
SB_biofilm_MAG_66_02413	SB_biofilm_MAG_25_02654	I	A	73.81	no	no	SB_biofilm_MAG_66-->SB_biofilm_MAG_25
SB_biofilm_MAG_66_02461	SB_biofilm_MAG_48_03658	I	M	73.704	no	no	NA
SB_biofilm_MAG_66_02554	SB_biofilm_MAG_28_04178	I	L	80.905	no	no	NA
SB_biofilm_MAG_67_00139	SB_biofilm_MAG_68_01911	A	N	78.024	no	no	NA
SB_biofilm_MAG_67_00734	SB_biofilm_MAG_28_04627	A	L	72.807	no	no	NA
SB_biofilm_MAG_67_00989	SB_biofilm_MAG_49_02334	A	I	76.941	no	no	NA
SB_biofilm_MAG_67_01026	SB_biofilm_MAG_53_03183	A	G	79.685	no	no	NA
SB_biofilm_MAG_67_01260	SB_biofilm_MAG_78_00368	A	K	73.284	no	no	SB_biofilm_MAG_67-->SB_biofilm_MAG_78
SB_biofilm_MAG_67_01450	SB_biofilm_MAG_53_00491	A	G	76.276	no	no	NA
SB_biofilm_MAG_67_01657	SB_biofilm_MAG_53_00153	A	G	72.842	no	no	NA
SB_biofilm_MAG_67_01842	SB_biofilm_MAG_59_02533	A	M	73.416	no	no	NA
SB_biofilm_MAG_67_01965	SB_biofilm_MAG_65_03596	A	N	73.394	no	no	NA
SB_biofilm_MAG_67_02038	SB_biofilm_MAG_34_04267	A	C	74.681	no	no	NA
SB_biofilm_MAG_67_02218	SB_biofilm_MAG_71_02094	A	F	75.385	no	no	NA
SB_biofilm_MAG_67_02268	SB_biofilm_MAG_53_02646	A	G	78.81	no	no	NA
SB_biofilm_MAG_67_02458	SB_biofilm_MAG_84_01281	A	E	71.142	no	no	NA
SB_biofilm_MAG_67_02589	SB_biofilm_MAG_78_00921	A	K	73.646	no	no	NA
SB_biofilm_MAG_67_02659	SB_biofilm_MAG_33_02283	A	H	70.944	no	no	NA
SB_biofilm_MAG_67_02924	SB_biofilm_MAG_43_01625	A	M	82.372	no	no	NA
SB_biofilm_MAG_67_02958	SB_biofilm_MAG_71_01222	A	F	74.492	no	no	NA
SB_biofilm_MAG_67_03014	SB_biofilm_MAG_18_01168	A	K	73.826	no	no	NA
SB_biofilm_MAG_67_03018	SB_biofilm_MAG_28_01635	A	L	77.739	no	no	NA
SB_biofilm_MAG_67_03161	SB_biofilm_MAG_59_06121	A	M	73.691	no	no	NA
SB_biofilm_MAG_67_03289	SB_biofilm_MAG_28_05615	A	L	73.606	no	no	SB_biofilm_MAG_67-->SB_biofilm_MAG_28
SB_biofilm_MAG_68_00181	SB_biofilm_MAG_30_03543	N	D	70.699	no	no	SB_biofilm_MAG_30-->SB_biofilm_MAG_68
SB_biofilm_MAG_68_00251	SB_biofilm_MAG_67_00139	N	A	75.196	no	no	NA
SB_biofilm_MAG_68_00426	SB_biofilm_MAG_43_05525	N	M	75.451	no	no	NA
SB_biofilm_MAG_68_01506	SB_biofilm_MAG_28_02324	N	L	75.839	no	no	NA
SB_biofilm_MAG_68_01869	SB_biofilm_MAG_27_03403	N	A	73.026	no	no	NA
SB_biofilm_MAG_68_02525	SB_biofilm_MAG_50_00154	N	A	74.704	no	no	NA
SB_biofilm_MAG_68_03270	SB_biofilm_MAG_59_05743	N	M	74.033	no	no	NA
SB_biofilm_MAG_72_01799	SB_biofilm_MAG_53_00740	N	G	75.145	no	no	SB_biofilm_MAG_72-->SB_biofilm_MAG_53
SB_biofilm_MAG_72_02564	SB_biofilm_MAG_43_05525	N	M	75.549	no	no	SB_biofilm_MAG_72-->SB_biofilm_MAG_43
SB_biofilm_MAG_72_02594	SB_biofilm_MAG_43_05525	N	M	75.271	no	no	NA
SB_biofilm_MAG_72_03399	SB_biofilm_MAG_37_00758	N	H	76.891	no	no	NA
SB_biofilm_MAG_73_01266	SB_biofilm_MAG_65_03902	B	N	71.571	no	no	SB_biofilm_MAG_73-->SB_biofilm_MAG_65
SB_biofilm_MAG_74_00311	SB_biofilm_MAG_59_04207	A	M	72.998	no	no	NA
SB_biofilm_MAG_74_01094	SB_biofilm_MAG_59_04122	A	M	74.843	no	no	NA
SB_biofilm_MAG_74_01592	SB_biofilm_MAG_66_00910	A	I	73.864	no	no	NA
SB_biofilm_MAG_74_01802	SB_biofilm_MAG_71_02094	A	F	75.309	no	no	NA
SB_biofilm_MAG_74_02496	SB_biofilm_MAG_43_05525	A	M	73.387	no	no	SB_biofilm_MAG_43-->SB_biofilm_MAG_74
SB_biofilm_MAG_74_03181	SB_biofilm_MAG_41_02619	A	N	83.569	no	yes	NA
SB_biofilm_MAG_74_03182	SB_biofilm_MAG_41_02620	A	N	80.342	no	yes	NA
SB_biofilm_MAG_75_00321	SB_biofilm_MAG_20_02772	A	N	73.077	no	no	NA
SB_biofilm_MAG_75_00525	SB_biofilm_MAG_7_01197	A	I	72.475	no	no	NA
SB_biofilm_MAG_75_00863	SB_biofilm_MAG_20_00187	A	N	77.681	no	no	NA
SB_biofilm_MAG_75_01126	SB_biofilm_MAG_71_02649	A	F	73.684	no	no	NA
SB_biofilm_MAG_75_01353	SB_biofilm_MAG_28_01559	A	L	73.521	no	no	NA
SB_biofilm_MAG_75_01811	SB_biofilm_MAG_49_02334	A	I	76.134	no	no	NA
SB_biofilm_MAG_75_02020	SB_biofilm_MAG_48_06082	A	M	73.779	no	no	NA
SB_biofilm_MAG_75_02076	SB_biofilm_MAG_53_02610	A	G	78.446	no	no	NA
SB_biofilm_MAG_75_02165	SB_biofilm_MAG_28_03653	A	L	75.179	no	no	NA
SB_biofilm_MAG_75_02278	SB_biofilm_MAG_49_02476	A	I	77.143	no	no	NA
SB_biofilm_MAG_75_02360	SB_biofilm_MAG_28_00196	A	L	74.262	no	no	NA
SB_biofilm_MAG_75_02508	SB_biofilm_MAG_37_01881	A	H	71.08	no	no	NA
SB_biofilm_MAG_75_02674	SB_biofilm_MAG_71_01222	A	F	75.45	no	no	SB_biofilm_MAG_71-->SB_biofilm_MAG_75
SB_biofilm_MAG_76_00175	SB_biofilm_MAG_52_00946	I	K	74.315	no	no	NA
SB_biofilm_MAG_76_00514	SB_biofilm_MAG_53_00491	I	G	74.408	no	no	NA
SB_biofilm_MAG_76_00843	SB_biofilm_MAG_18_02183	I	K	75.309	no	no	NA
SB_biofilm_MAG_76_02259	SB_biofilm_MAG_53_01218	I	G	75.841	no	no	SB_biofilm_MAG_53-->SB_biofilm_MAG_76
SB_biofilm_MAG_76_02946	SB_biofilm_MAG_53_03850	I	G	80.601	no	no	SB_biofilm_MAG_53-->SB_biofilm_MAG_76
SB_biofilm_MAG_76_03057	SB_biofilm_MAG_53_04010	I	G	75.965	no	no	NA
SB_biofilm_MAG_77_00490	SB_biofilm_MAG_82_00393	A	I	72.512	no	no	NA
SB_biofilm_MAG_77_00534	SB_biofilm_MAG_28_00196	A	L	72.955	no	no	NA
SB_biofilm_MAG_77_01656	SB_biofilm_MAG_71_00025	A	F	76.572	no	no	NA
SB_biofilm_MAG_77_01779	SB_biofilm_MAG_60_02252	A	H	71.702	no	no	NA
SB_biofilm_MAG_77_02501	SB_biofilm_MAG_78_00291	A	K	73.288	no	no	NA
SB_biofilm_MAG_77_04207	SB_biofilm_MAG_53_03183	A	G	76.522	no	no	NA
SB_biofilm_MAG_77_04296	SB_biofilm_MAG_28_01635	A	L	74.899	no	no	NA
SB_biofilm_MAG_78_00202	SB_biofilm_MAG_71_01422	K	F	72.746	no	no	NA
SB_biofilm_MAG_78_01002	SB_biofilm_MAG_66_00026	K	I	75.0	no	no	NA
SB_biofilm_MAG_78_01245	SB_biofilm_MAG_49_02220	K	I	73.794	no	no	NA
SB_biofilm_MAG_78_01392	SB_biofilm_MAG_28_01718	K	L	72.651	no	no	NA
SB_biofilm_MAG_79_00146	SB_biofilm_MAG_78_01485	A	K	77.379	no	no	NA
SB_biofilm_MAG_79_00740	SB_biofilm_MAG_59_05516	A	M	74.383	no	no	NA
SB_biofilm_MAG_79_00997	SB_biofilm_MAG_65_04036	A	N	74.832	no	no	NA
SB_biofilm_MAG_79_01001	SB_biofilm_MAG_65_01828	A	N	76.028	no	no	NA
SB_biofilm_MAG_79_01485	SB_biofilm_MAG_68_02329	A	N	74.615	no	no	NA
SB_biofilm_MAG_79_01577	SB_biofilm_MAG_53_00491	A	G	74.149	no	no	SB_biofilm_MAG_53-->SB_biofilm_MAG_79
SB_biofilm_MAG_79_01751	SB_biofilm_MAG_53_02646	A	G	75.0	no	no	NA
SB_biofilm_MAG_79_02014	SB_biofilm_MAG_18_02471	A	K	72.468	no	no	NA
SB_biofilm_MAG_79_02461	SB_biofilm_MAG_65_04261	A	N	73.557	no	no	NA
SB_biofilm_MAG_7_00229	SB_biofilm_MAG_28_04180	I	L	79.341	no	no	NA
SB_biofilm_MAG_7_00231	SB_biofilm_MAG_28_04182	I	L	83.859	no	no	NA
SB_biofilm_MAG_7_00281	SB_biofilm_MAG_27_02924	I	A	73.392	no	no	NA
SB_biofilm_MAG_83_00392	SB_biofilm_MAG_60_02229	E	H	71.658	no	no	NA
SB_biofilm_MAG_84_00245	SB_biofilm_MAG_61_01034	E	K	72.888	no	no	NA
SB_biofilm_MAG_84_00404	SB_biofilm_MAG_65_00345	E	N	69.424	no	no	NA
SB_biofilm_MAG_84_00862	SB_biofilm_MAG_16_00108	E	A	71.233	no	no	NA
SB_biofilm_MAG_84_01005	SB_biofilm_MAG_27_03075	E	A	72.202	no	no	NA
SB_biofilm_MAG_84_01086	SB_biofilm_MAG_43_02578	E	M	75.605	no	no	NA
SB_biofilm_MAG_84_01281	SB_biofilm_MAG_43_02022	E	M	72.496	no	no	NA
SB_biofilm_MAG_84_01465	SB_biofilm_MAG_48_02207	E	M	72.628	no	no	NA
SB_biofilm_MAG_84_01504	SB_biofilm_MAG_49_02476	E	I	73.486	no	no	NA
SB_biofilm_MAG_84_01642	SB_biofilm_MAG_54_00673	E	C	70.849	no	no	NA
SB_biofilm_MAG_84_01710	SB_biofilm_MAG_10_02241	E	C	70.326	no	no	NA
SB_biofilm_MAG_84_01821	SB_biofilm_MAG_61_02687	E	K	72.264	no	no	NA
SB_biofilm_MAG_84_01852	SB_biofilm_MAG_43_01499	E	M	71.224	no	no	NA
SB_biofilm_MAG_84_01903	SB_biofilm_MAG_61_01521	E	K	70.805	no	no	NA
SB_biofilm_MAG_84_02530	SB_biofilm_MAG_18_00595	E	K	72.097	no	no	NA
SB_biofilm_MAG_84_02598	SB_biofilm_MAG_53_02715	E	G	73.679	no	no	NA
SB_biofilm_MAG_84_02724	SB_biofilm_MAG_71_02633	E	F	70.202	no	no	SB_biofilm_MAG_84-->SB_biofilm_MAG_71
SB_biofilm_MAG_84_02950	SB_biofilm_MAG_10_01855	E	C	70.513	no	no	NA
SB_biofilm_MAG_8_00830	SB_biofilm_MAG_54_02053	K	C	73.067	no	no	NA
SB_biofilm_MAG_8_03460	SB_biofilm_MAG_28_05146	K	L	75.112	no	no	NA
SB_biofilm_MAG_9_00748	SB_biofilm_MAG_66_02554	K	I	76.933	no	no	NA
SB_biofilm_MAG_9_01690	SB_biofilm_MAG_66_00026	K	I	74.69	no	no	SB_biofilm_MAG_66-->SB_biofilm_MAG_9
SB_biofilm_MAG_9_02280	SB_biofilm_MAG_28_05146	K	L	77.06	no	no	NA
SB_biofilm_MAG_9_03553	SB_biofilm_MAG_71_00564	K	F	79.458	no	yes	NA
SB_biofilm_MAG_24_02152	SB_biofilm_MAG_20_01096	A	N	81.499	no	no	NA
SB_biofilm_MAG_24_03000	SB_biofilm_MAG_20_02926	A	N	75.717	no	no	NA
SB_biofilm_MAG_27_00603	SB_biofilm_MAG_20_00355	A	N	76.712	no	no	NA
SB_biofilm_MAG_27_01083	SB_biofilm_MAG_20_02703	A	N	74.413	no	no	NA
SB_biofilm_MAG_27_01853	SB_biofilm_MAG_20_01060	A	N	80.345	no	no	NA
SB_biofilm_MAG_32_02583	SB_biofilm_MAG_20_00187	A	N	80.859	no	no	NA
SB_biofilm_MAG_44_00869	SB_biofilm_MAG_32_00323	N	A	74.538	no	no	SB_biofilm_MAG_44-->SB_biofilm_MAG_32
SB_biofilm_MAG_47_02397	SB_biofilm_MAG_41_02619	A	N	94.89	no	yes	NA
SB_biofilm_MAG_54_00414	SB_biofilm_MAG_24_00785	C	A	81.046	no	no	NA
SB_biofilm_MAG_57_00240	SB_biofilm_MAG_41_00228	A	N	79.91	no	yes	NA
SB_biofilm_MAG_61_01811	SB_biofilm_MAG_34_03416	K	C	74.088	no	no	NA
SB_biofilm_MAG_62_00798	SB_biofilm_MAG_35_01526	E	A	79.787	no	no	NA
SB_biofilm_MAG_65_00179	SB_biofilm_MAG_13_00837	N	A	74.074	no	no	SB_biofilm_MAG_65-->SB_biofilm_MAG_13
SB_biofilm_MAG_65_01473	SB_biofilm_MAG_54_03238	N	C	72.104	no	no	NA
SB_biofilm_MAG_77_03983	SB_biofilm_MAG_65_03019	A	N	74.938	no	no	NA
SB_biofilm_MAG_78_01485	SB_biofilm_MAG_16_01180	K	A	85.891	no	no	SB_biofilm_MAG_16-->SB_biofilm_MAG_78
SB_biofilm_MAG_79_00666	SB_biofilm_MAG_65_03330	A	N	73.312	no	no	SB_biofilm_MAG_79-->SB_biofilm_MAG_65
